quicksort,17,0.00
ray,17,0.10
tak,19,0.78
fft,19,0.53
sieve,19,0.20
ray,19,0.10
array,19,0.92
blackscholes,19,1.04
matmult,19,1.19
n_body,19,0.34
quicksort,19,0.01
fft,17,0.49
array,17,1.01
matmult,17,0.69
tak,17,0.78
sieve,17,0.20
n_body,17,0.26
blackscholes,17,1.03
