matmult,7,1.71
array,17,2.29
tak,17,1.32
sieve,7,0.37
array,7,1.52
blackscholes,17,1.48
tak,7,1.29
n_body,17,0.71
quicksort,7,1.37
blackscholes,7,1.48
ray,7,0.21
fft,7,2.02
fft,17,2.08
sieve,17,0.36
n_body,7,0.68
quicksort,17,1.53
ray,17,0.21
matmult,17,1.60
